startupName,founderName,website,city
"MINIO, INC","['GARIMA KAPOOR', 'FREDERICK KAUTZ', 'ANAND BABU PERIASAMY', 'HARSHAVARDHANA .']",https://www.minio.io,Palo Alto
MINTM,['SACHIN GARG'],http://www.mintm.com,Palo Alto
MISSMALINI,[],,Mumbai
MOBILE-MOTION,[],http://www.mobilemotion.com,Woodland Hills
MOENGAGE,"['YASHWANTH KUMAR', 'RAVITEJA DODDA']",http://www.moengage.com/,Bangalore
MOOVO,"['ABHISHEK ANAND', 'ANJANI KUMAR']",http://www.moovo.in/,New Delhi
MOTOMOJO,['UTTAM ARJUN'],http://www.motomojo.in/,Vikhroli
MSWIPE TECHNOLOGIES,['MANISH PATEL'],http://www.mswipe.com,Mumbai
MY CHILD APP,"['SHREYA SHRIVASTAVA', 'HARSH SONGRA', 'AAFREEN ANSARI']",http://www.mychildapp.in/,Palo Alto
MYADVO,['KUSHAL BHAGAT'],http://www.myadvo.in/,Gurgaon
MYCITY4KIDS,['VISHAL GUPTA'],http://www.mycity4kids.com,Gurgaon
MYCOL,[],http://www.mycol.in/,Delhi
MYCUTEOFFICE,['ABHISHEK BARARI'],https://mycuteoffice.com/,Mumbai
MYFITNESSWALLET,"['ABHINAV KRISHNA', 'AKASH KUMAR', 'SANJAY HAVALDAR', 'AYUSH BHARTI']",http://ourhealthmate.com,Singapore
MYGUBBI,"['UMESH SANGURMATH', 'AIYAPPA ALAMEDA', 'SUNIL RAO', 'RAVI RAO']",https://www.mygubbi.com/,Bangalore
MYINSURANCECLUB,['DEEPAK YOHANNAN'],http://www.myinsuranceclub.com/,Mumbai
MYKINDOFJOB,['ANKIT BANSAL'],http://www.mykindofjob.com/,Mumbai
MYNTRA,"['VINEET SAXENA', 'ASHUTOSH LAWANIA', 'RAVEEN SASTRY']",http://www.myntra.com,Bangalore
MYPOOLIN,"['ROHIT TANEJA', 'ANKIT SINGH']",http://www.mypoolin.com/,Dwarka
NACTUS,['ROHIT DUSAD'],http://www.nactus.com/,Jaipur
NATIVESPECIAL,['BASKARAN V'],https://nativespecial.com,Karur
NEAR,"['LOMESH DUTTA', 'SUNIL GOYAL']",https://www.near.in/,Gurgaon
NEARU,['HEMANTH MEKA RAO'],http://www.isnearu.com,Mumbai
NEO POLITAN PIZZA,[],http://www.buona.com,Berwyn
NETREE,"['SUBBU SUBRAMONIAN', 'DESI S VALLI']",http://www.netree.in/index.php,New Delhi
NEUROSYNAPTIC COMMUNICATIONS,['SAMEER SAWARKAR'],http://neurosynaptic.com,Bangalore
NEWGEN INTERNET NETWORKS,['NAVEEN SADARANGANI'],http://glamrs.com/,Mumbai
NEXT DOOR LEARNING SOLUTIONS,"['VIPIN AGARWAL', 'UDAI MEENA', 'BHOLA MEENA']",http://www.onlinetyari.com,Gurgaon
NHANCE,[],,
NIGHTSTAY,"['NASR KHAN', 'DEEPAK NEGI']",http://www.nightstay.in/,New Delhi
NITYAA TECHNOSYS,[],http://www.braintechnosys.com/mobile-apps-development/android-app-development.html,Noida
NODD,"['SHUBHAM RAI', 'ARPIT BAJPAI', 'PRALEED SUVARNA', 'SANATAN DUBEY']",http://noddapp.com/,Mumbai
NOODLE-PLAY,['HITESH BHATIA'],http://www.noodleplay.in,Mumbai
NOTARY MAMA LEGAL SERVICES,['GIREESH CHALLA'],http://www.notarymama.com,Bangalore
NOTESGEN,"['MANAK GULATI', 'ROMAN KHAN']",http://www.notesgen.com/,New Delhi
NOW,[],,New York
NOWFLOATS TECHNOLOGIES,"['NEERAJ SABHARWAL', 'NITIN JAIN', 'RONAK SAMANTRAY', 'RONAK KUMAR SAMANTRAY', 'JASMINDER GULATI']",http://www.nowfloats.com,Hyderabad
NOWFLOATS,"['NEERAJ SABHARWAL', 'NITIN JAIN', 'RONAK SAMANTRAY', 'RONAK KUMAR SAMANTRAY', 'JASMINDER GULATI']",http://www.nowfloats.com,Hyderabad
NUDGESPOT,"['ALOK SHANKAR', 'ANUBHAV SUDHA', 'SURESH HARIKRISHNAN', 'RAVEEN SASTRY']",http://www.nudgespot.com,Bangalore
NUMBERMALL,[],,
OCCASION,"['PELLE TEN CATE', 'AKSH GUPTA', 'ERIC DI SILVESTRO', 'KIERAN KLAASSEN']",http://www.getoccasion.com,Chicago
OCTO,"['LIONEL MESSI', 'AKSHAYA ARON']",https://octo.ai/,New Delhi
OFFER MEDIA,[],http://www.digitalmailers.in,Bangalore
OKTALK,[],http://getvokal.com/,Bengaluru
OLA,"['BHAVISH AGGARWAL', 'ANKIT BHATI']",http://www.olacabs.com,Bengaluru
OLIVEBOARD COMPTECH,"['ABHISHEK PATIL', 'V SATISH KUMAR']",http://www.oliveboard.in/,Bangalore
OLLY,"['BRAD HARRINGTON', 'ERIC RYAN']",https://www.olly.com/,Belvedere Tiburon
OMAPAL TECHNOLOGIES,"['PRANAY SURANA', 'TUSHAR SAXENA', 'SHREYA MISHRA']",http://flyrobe.com/,Mumbai
OMNIFY,[],http://www.omnifysoft.com,Tewksbury
ONEUP VENTURES,[],http://www.oneupventures.com,
ONEWAY,"['PANKAJ GANDHI', 'VIVEK KEJRIWAL', 'DEVANG SANGHVI']",http://oneway.cab/,Vadodara
ONLINE PRASAD,['GOONJAN MALL'],http://onlineprasad.com,Bangalore
ONLINERTI,"['PRADEEP BHATT', 'VINOTH RANGANATHAN']",http://www.onlinerti.com,Bangalore
ORANE LABS,"['ANAND AGARWAL', 'VISHWAJEET SINGH']",http://ezmove.in/,Pune
ORANGEGUBBI TECHNOLOGIES,[],,
ORANGUT LABS,[],,
ORAVEL STAYS,['RITESH AGARWAL'],http://www.oravel.com,New Delhi
ORAVEL,['RITESH AGARWAL'],http://www.oravel.com,New Delhi
ORBITNOTE TECHNOLOGIES,"['VIVEK SINGH', 'ARUSH KAKKAR']",http://www.corsecotech.com,New Delhi
ORIGA,['SHRIRANG TAMBE'],http://origaleasing.com/,Zürich
OROBIND FITNESS TECHNOLOGIES,['SATYA VYAS'],http://www.orobind.com,Bangalore
OROBIND,['SATYA VYAS'],http://www.orobind.com,Bangalore
OUST LABS INC,['SHRIKANT G. LATKAR'],http://www.oustme.com,Cupertino
OUTLETWISE RETAIL,['VISHWAS SHRINGI'],http://www.voylla.com,Jaipur
OVERCART,"['ALEX SOUTER', 'SAPTARSHI NATH']",http://www.overcart.com/,Gurgaon
OXIMITY LTD,"['ANAND RANGANATHAN', 'CHRISTIAN HAPKE', 'SANJAY GOEL']",http://www.oximity.com,London
OXIMITY,"['JEFF TANGNEY', 'NATE GROSS']",http://www.doximity.com,San Francisco
OYO ROOMS,['RITESH AGARWAL'],http://www.oyorooms.com/,Gurgaon
PAGESTITCH TECHNOLOGY,[],,
PAISAWAPAS,['SHANKAR KOTULI'],https://www.paisawapas.com/,Bangalore
PAIX TECHNOLOGY,[],,
PALETLY DESIGNS,"['JEFF RAICE', 'JUDITH ESTRIN']",http://www.packetdesign.com,Austin
PARATUS KNOWLEDGE VENTURES,[],,
PARENTLANE,['VIJAY ANAND MV'],http://www.parentlane.com,Bengaluru
PAY TECHNOLOGIES INDIA,"['SHAILAZ NAG', 'NITIN GUPTA']",http://www.payu.com/,Hoofddorp
PAYMANGO INDIA,[],http://www.spanedea.com,Mumbai
PAYNEAR SOLUTIONS,"['ANIL BHARADWAJ', 'PRITI SHAH']",http://www.paynear.in,Hyderabad
PAYODA COMPUTING INDIA,"['SREERAJ NAIR', 'SIDDHAARTHAN N']",http://www.proximove.com,Coimbatore
PAYTUNES,['DIVYA PRATAP SINGH'],https://www.paytunes.in,Delhi
PEEBUDDY,['DEEP BAJAJ'],http://peebuddy.in,New Delhi
PEEL-WORKS,['SACHIN CHHABRA'],http://peel-works.com,Mumbai
PEOPIC RETAIL,['VISHWAS SHRINGI'],http://www.voylla.com,Jaipur
PERFIOS SOFTWARE SOLUTIONS,['V.R. GOVINDARAJAN'],http://www.perfios.com,Bangalore
PERSPECTFUL ADVISORY SERVICES,[],http://www.argusinformation.com/,White Plains
PHANTOM HANDS VINTAGE COLLECTIBLES LLP,"['SOURABH SATISH', 'OLIVER FRIEDRICHS']",http://phantom.us/,Palo Alto
PHASORZ TECHNOLOGIES,[],,
PIANTA,"['NITIN AGARWAL', 'SWAMINATHAN SEETHARAMAN', 'GANESH SUBRAMANIAN']",http://www.pianta.com,Bengaluru
PICKINGO LOGIXPRESS,"['ATUL MITTAL', 'PIYUSH SHARMA', 'RAHUL GILL']",http://pickingo.com/,Gurgaon
PICKMYLAUNDRY,"['GAURAV AGRAWAL', 'SAMAR SISODIA']",http://www.pickmylaundry.in/,Delhi
PICSDREAM,['MAHESH NAIR'],http://picsdream.com/,New Delhi
PIKKOL,[],http://www.pikkol.com,Bangalore
PILANI EXPERTS TECHNOLOGY LABS,"['ABIR BASAK', 'SANJAY SINGH YADAV']",http://zigya.com,New Delhi
PING DIGITAL BROADCAST,[],http://www.pingnetwork.in/,Mumbai
PING DIGITAL NETWORK,[],http://www.pingnetwork.in/,Mumbai
PINKBLUE SUPPLY SOLUTIONS,"['ARUN SRIRAM', 'VALLIAPPAN KUMARAPPAN', 'VARUN SINGH']",http://pinkblue.in/,Bangalore
PINKBLUE,"['ARUN SRIRAM', 'VALLIAPPAN KUMARAPPAN', 'VARUN SINGH']",http://pinkblue.in/,Bangalore
PIPA BELLA ACCESSORIES,['SHUCHI PANDYA'],http://www.pipabella.com,Mumbai
PIPA+BELLA,['SHUCHI PANDYA'],http://www.pipabella.com,Mumbai
PIQUOR TECHNOLOGIES,"['PRANJAL PRASHAR', 'VINEET CHAUHAN']",http://piquor.com/,Gurgaon
PITSTOP,['SHIVA BHARDWAJ'],https://www.pitstopconnect.com,Toronto
PLABRO NETWORKS,"['AADITYA JAIN', 'PANKAJ GARG']",http://plabro.com/,Gurgaon
PLABRO,"['AADITYA JAIN', 'PANKAJ GARG']",http://plabro.com/,Gurgaon
PLACARD DIGITAL SOLUTIONS,[],,
PLAN MY MEDICAL TRIP,"['ANURAV RANE', 'RAJEEV RANE']",http://www.planmymedicaltrip.com/,Pune
PLANMYMEDICALTRIP,"['ANURAV RANE', 'RAJEEV RANE']",http://www.planmymedicaltrip.com/,Pune
PLAY YOUR SPORT,[],http://www.playyoursport.com/,New Delhi
PLEXUSMD,['ROHAN DESAI'],https://www.plexusmd.com,Ahmedabad
PLICK,[],http://plick.se/,Stockholm
PLUSS,"['ATIT JAIN', 'TARUN LAWADIA', 'MADHULIKA PANDEY']",https://www.plussapp.com/#/,Gurgaon
PLUSTXT MOBILE SOLUTIONS,['RAHUL SINGHAL'],http://applop.com,Gurgaon
POCKET,['NATE WEINER'],http://getpocket.com,San Francisco
POKKT,"['VAIBHAV ODEKAR', 'SHARAD INGULE', 'ROHIT SHARMA', 'ROHIT SHARMA', 'MANISH TEWARI']",http://www.pokkt.com,Mumbai
PONCHO,['KUAN HUANG'],http://poncho.is,New York
POPXO,"['PRIYANKA GILL', 'NAMRATA BOSTROM']",http://www.popxo.com/,New Delhi
POSHTICK,['PRANAV SHARMA'],http://poshtick.com/,Noida
PRAMATI HEALTHCARE,['DEEP BAJAJ'],http://www.pramaticare.com/,New Delhi
PRESCRIBEZ,['NEERAJ JOSHI'],http://www.thingsmeet.com,Pune
PRESS PLAY,['GEORGE ABRAHAM'],http://www.pressplaytv.in,New Delhi
PRESSPLAY,['GEORGE ABRAHAM'],http://www.pressplaytv.in,New Delhi
PRICEBABA,"['TIRTHESH GANATRA', 'ANNKUR P AGARWAL']",http://pricebaba.com,Mumbai
PRIMASELLER,"['VIVEK SUBRAMANIAN', 'MOHAMMED ALI']",http://www.primaseller.com,Bangalore
PROCESS 9,['RAKESH KAPOOR'],http://www.process9.com/,Gurgaon
PROPHESEE,"['JITESH LUTHRA', 'ISHAAN SETHI', 'HARSHIL GURHA']",http://www.prophesee.in/,Delhi
PROZO,['ASHVINI JAKHAR'],http://www.prozo.com,New Delhi
PURPLE STYLE LABS,['ABHISHEK (MONTY) AGARWAL'],http://purplestylelabs.com/,Mumbai
PURPLEDOCS,[],,
QDESQ,"['LAVESH BHANDARI', 'PARAS ARORA']",http://www.qdesq.com,Gurgaon
QIKWELL TECHNOLOGIES INDIA,"['RAGHAVENDRA PRASAD', 'KRISHNA CHITRAPURA']",http://qikwell.com,Bangalore
QONFUSE,['MAHESH GAUR'],https://www.qonfuse.com/,New Delhi
QUIFERS,"['AMIT BANSAL', 'AMIT MISHRA', 'VAIBHAV GUPTA']",http://quifers.com/,Mumbai
QUINTYPE,['AMIT RATHORE'],http://www.quintype.com/,California
QUSTN TECHNOLOGIES INC,"['SACHIN GROVER', 'MRIGANK TRIPATHI']",http://www.qustn.com,Palo Alto
QYK INC,"['SHOBHIT SINGHAL', 'SANGHARSH BOUDHH', 'ANUBHAV SAHOO', 'DEEPAK SINGHAL']",http://www.qykapp.com/,Bangalore
RAINCAN,"['MAHENDRA SINGH', 'ABHIJEET KUMAR']",http://www.raincan.com/,Pimple
RANKJUNCTION,[],,Nagpur
RAPIDO,"['PAVAN GUNTUPALLI', 'RISHIKESH S R', 'ARAVIND SANKA']",http://www.rapido.bike,Bengaluru
RAW PRESSERY,[],https://www.rawpressery.com,Parel
RAZORPAY SOFTWARE,"['SHASHANK KUMAR', 'HARSHIL MATHUR']",https://razorpay.com/,Bangalore
RAZORPAY,"['SHASHANK KUMAR', 'HARSHIL MATHUR']",https://razorpay.com/,Bangalore
REACH APP PTE,"['PRASAD SHRIYAN', 'JATIN KAMDAR']",http://www.drivify.in,Mumbai
REAL TIME NETWORKS,[],http://www.rti.com,Sunnyvale
REALBOX,[],http://www.realbox.in,Noida
REAP CHEMIST,[],,Mumbai
RED BRICK LANE MARKETING SOLUTIONS,[],,Victoria
REELBOX MEDIA ENTERTAINMENT,['NARU NARAYANAN'],http://reelbox.tv,Nungambakkam
REELBOX,['NARU NARAYANAN'],http://reelbox.tv,Nungambakkam
REGISTERMYMARRIAGE,"['ANKUR ARUN', 'GAURAV SHARMA']",http://www.registermymarriage.com/,Haryana
REIT INDIA CONSULTANTS,[],https://www.morgenall.com/,Bangalore
RELEVANT E-SOLUTIONS,[],,Gurgaon
REMITR,"['SANDEEP JHINGRAN', 'KANCHAN KUMAR', 'SANDEEP TODI']",http://www.remitr.com/,Palo Alto
RENTOMO,['ANSHUL JOHRI'],http://www.rentomo.com,Bangalore
RENTONGO,"['VIKASH JALAN', 'NIKHIL CHHABRA', 'INDRESH MS']",http://www.rentongo.com,Bangalore City
RENTSHER ONLINE RENTALS,['AJITH KARIMPANA'],http://www.furlenco.com,Bangalore
RENTSHER,"['KARANDEEP SINGH VOHRA', 'ABHIJIT SHAHA', 'HARSH DHAND']",http://www.rentsher.com,Bangalore
REPAIREASY,"['RISHI WAHI', 'NAVEEN GOYAL']",http://www.repaireasy.in/,Pune
REPUP,['PRANJAL PRASHAR'],http://repup.co/,Gurgaon
RESSY TECHNOLOGY,"['KOUSTUBH RAJEPANDHARE', 'SAGAR PATIL']",http://ressyapp.com/,Pune
RESSY,"['KOUSTUBH RAJEPANDHARE', 'SAGAR PATIL']",http://ressyapp.com/,Pune
RETAIL LABS,[],,Nagpur
RETAIL SOLUTIONS,"['JONATHAN GOLOVIN', 'RICHARD SWAN', 'SHANTHA MOHAN']",http://www.retailsolutions.com,Mountain View
RETAILWORX INDIA,['BEERUD SHETH'],http://gupshup.me,Mumbai
RETENTION,"['ABHIMANYU DIKSHIT', 'AMRITANSHU ANAND', 'MANAN SHAH', 'ANSHUL SINGHLE']",http://retention.ai,Palo Alto
RHYTHM LABS,"['BART PEINTNER', 'GM CALAFIORE']",http://loop.ai,San Francisco
RIDLR,"['RAVI KHEMANI', 'BRIJRAJ VAGHANI']",http://ridlr.in/,Mumbai
RKM ONLINE SERVICES,[],http://www.rkmsolution.com/,New Delhi
ROADHOUSE HOSTELS,[],http://www.roadhousehostels.com/,Goa
ROAST MEDIA,[],http://www.roastation.in/,New Delhi
ROAST,[],http://www.roastratings.com/,Kansas City
ROLOCULE GAMES,"['ROHIT GUPTA', 'ANUJ TANDON']",http://www.rolocule.com,Pune
ROOMNHOUSE,"['AMIT SOLANKI', 'RAKESH SINGH']",http://roomnhouse.com,Mumbai
ROOMS WORLDWIDE,"['KANESWARAN AVILI', 'DENNIS MELKA']",http://www.nidarooms.com,Jakarta
ROOMYS INTERNET TECHNOLOGIES,[],http://www.24x7itpl.com,New Delhi
ROOTER,"['PIYUSH KUMAR', 'AKSHAT GOEL']",http://www.rooter.io/,
ROUTOFY SERVICES,"['ABHISHEK AGGARWAL', 'RONAK GUPTA', 'AKASH GUPTA']",http://www.routofy.com,New Delhi
ROUTOFY,"['ABHISHEK AGGARWAL', 'RONAK GUPTA', 'AKASH GUPTA']",http://www.routofy.com,New Delhi
SAAHAS,[],http://saahas.org/,Bangalore
SALEBHAI INTERNET,"['VISHWAVIJAY SINGH', 'PURBA KALITA']",http://www.salebhai.com/,Ahmedabad
SALEBHAI,"['VISHWAVIJAY SINGH', 'PURBA KALITA']",http://www.salebhai.com/,Ahmedabad
SAMPURN(E)ARTH ENVIRONMENTAL SOLUTIONS,"['JAYANTH NATARAJU', 'RITVIK RAO', 'DEBARTHA BANERJEE']",http://www.sampurnearth.com/,Mumbai
SAMPURNEARTH ENVIRONMENT SOLUTIONS,"['JAYANTH NATARAJU', 'RITVIK RAO', 'DEBARTHA BANERJEE']",http://www.sampurnearth.com/,Mumbai
SARAL DESIGNS,"['KARTIK MEHTA', 'SUHANI MOHAN']",http://www.saraldesigns.in/,Mumbai
SATVACART INNOVATIVE CONCEPTS,['RAHUL HARI'],http://www.satvacart.com/,Gurgaon
SATVACART,['RAHUL HARI'],http://www.satvacart.com/,Gurgaon
SAVVYMOB,"['BIKRAM SOHAL', 'GAPPAN ANNAMALAI']",http://savvymob.com/,Bangalore
SCRIPBOX,['SANJIV SINGHAL'],https://scripbox.com/,Bangalore
SELEKT,"['RAVI SEKHAR K V', 'SUVINDH SUDEVAN', 'SAMBASIVA RAO P', 'SAI PRASANTH D']",https://www.selekt.in,Mumbai
SENSARA TECHNOLOGIES INDIA,['BHARATH KUMAR MOHAN'],https://sensara.co/about/,Bengaluru
SENSARA,['BHARATH KUMAR MOHAN'],https://sensara.co/about/,Bengaluru
SENZIBLE MARKETING,[],https://Bonmonte.com,
SHAADISAGA,[],http://www.shaadisaga.com/,New Delhi
SHABDANAGARI,"['NIKHIL TIWARI', 'AMITESH MISHRA', 'KALPNESH GUPTA']",http://www.shabdanagari.in/,Kanpur
SHADOWFAX TECHNOLOGIES,"['ABHISHEK BANSAL', 'VAIBHAV KHANDELWAL']",http://shadowfax.in/,Gurgaon
SHADOWFAX,"['ABHISHEK BANSAL', 'VAIBHAV KHANDELWAL']",http://shadowfax.in/,Gurgaon
SHEPHERTZ TECH,['SIDDHARTHA CHANDURKAR'],http://www.shephertz.com,Palo Alto
SHEPHERTZ,['SIDDHARTHA CHANDURKAR'],http://www.shephertz.com,Palo Alto
SHEROES,['SAIREE CHAHAL'],https://sheroes.in/,
SHIELDSQUARE,"['JYOTI KAKATKAR', 'VASANTH KUMAR GOPALAKRISHNAN', 'SRIKANTH KONIJETI', 'PAVAN THATHA', 'RAKESH THATHA']",http://www.shieldsquare.com,Bangalore
SHILPMIS TECH,[],,
SHIPLER TECHNOLOGY,"['SREERAJ NAIR', 'SIDDHAARTHAN N']",http://www.proximove.com,Coimbatore
SHOEKONNECT,[],http://shoekonnect.tumblr.com/,New York
SHOP,['JR RIDINGER'],http://shop.com,Limerick
SHOPKIRANA,"['TANUTEJAS SARASWAT', 'DEEPAK DHANOTIYA', 'SUMIT GHORAWAT']",http://shopkirana.com/,Indore
SHOPO,['THEYAGARAJAN S'],http://shopo.in,Chennai
SHOPSENSE,"['HARSH SHAH', 'SREERAMAN MG', 'FAROOQ ADAM']",http://shopsense.co,Mumbai
SHOPSITY TECH,"['GAURAV ARYA', 'DANISH AHMED']",http://shopsity.com/,Gurgaon
SHOPSITY,"['GAURAV ARYA', 'DANISH AHMED']",http://shopsity.com/,Gurgaon
SHOPWATI,"['ANKIT BAJAJ', 'MEHAK SURI']",http://www.shopwati.com/,Gurgaon
SHUTTL,['DEEPANSHU MALVIYA'],http://shuttl.com/,Gurgaon
SIGNATURE TECHNOLOGY GROUP (STG),[],http://signaturetechnology.com,Phoenix
SIGTUPLE TECHNOLOGIES,"['ROHIT PANDEY', 'APURV ANAND', 'TATHAGATO DASTIDAR']",https://www.sigtuple.com,Bangalore
SIGTUPLE,"['ROHIT PANDEY', 'APURV ANAND', 'TATHAGATO DASTIDAR']",https://www.sigtuple.com,Bangalore
SILLYMONKS,['SANJAY REDDY'],https://sillymonks.com/,Hyderabad
SILVERPUSH,"['ALEX MODON', 'MUDIT SETH', 'HITESH CHAWLA']",http://silverpush.com,Mountain View
SIMPLI5D TECHNOLOGIES,"['AMIT MITTAL', 'SIDHARTH OSWAL']",http://nlpcaptcha.com,Gurgaon
SIMPLYSMART TECHNOLOGY,[],,
SIRIONLABS,['AJAY AGRAWAL'],http://sirionlabs.com,Dublin
SKEDOOL-IT,"['NAVEEN ALLURI', 'DEEPTI YENIREDDY']",https://www.myally.ai,Seattle
SKEDOOL,"['NAVEEN ALLURI', 'DEEPTI YENIREDDY']",https://www.myally.ai,Seattle
SKILLANGELS,"['PARIMALA VAGEESAN', 'SARAVANAN SUNDARAMOORTHY', 'KALPANA MURTHY']",http://www.skillangels.com,Chennai
SKRILO,['MANISH SINHA'],https://www.skrilo.com/,Haryana
SKYFI LABS,"['PAVAN PONNAGANTI', 'ADITYA CHUNDI']",http://skyfilabs.com,Bangalore
SMARTCOOKY,[],http://www.smartcooky.com/,New Delhi
SMARTIVITY LABS,"['TUSHAR A AMIN', 'ASHWINI KUMAR', 'APOORV GUPTA', 'ASHWINI KUMAR', 'RAJAT JAIN', 'RAJAT JAIN']",http://www.smartivity.in/,New Delhi
SMARTRON,['MAHESH LINGAREDDY'],http://smachines.com,Santa Clara
SMARTVIZS,['GAUTAM TEWARI'],http://www.smartvizx.com/,Noida
SMARTVIZX,['GAUTAM TEWARI'],http://www.smartvizx.com/,Noida
SMINQ INDIA SOLUTIONS,"['SHELDON DSOUZA', 'SHACHIN BHARADWAJ', 'SANTHOSH NAGARAJAN']",http://sminq.com/,Pune
SMYTTEN,"['SWAGAT SARANGI', 'SIDDHARTHA NANGIA']",http://smytten.com/,Gurgaon
SNACKIBLE,['BEERUD SHETH'],http://gupshup.me,Mumbai
SNAPBIZZ CLOUDTECH,"['PREM KUMAR', 'YASHWANTH PRAKASH']",http://www.snapbizz.com,Bangalore
SNAPSHOPR,"['VIVEK GANDHI', 'DEBASHISH PATTNAIK', 'NAVNEET SHARMA']",http://snapshopr.co/,Bangalore
SOCIAL AUDIENCE,"['ASHISH TRIVEDI', 'RAJEEV GUPTA']",http://www.ClubGecko.com,Singapore
SOCIAL COPS,"['PRUKALPA SANKAR', 'VARUN BANKA']",http://www.socialcops.com/,New Delhi
SOCIAL QUOTIENT,[],http://socialiq.com,San Diego
SOCIALCOPS,"['PRUKALPA SANKAR', 'VARUN BANKA']",http://www.socialcops.com/,New Delhi
SOCOMO TECHNOLOGIES,[],,
SOULMO SOLUTIONS,['ADITYA JULKA'],http://www.inbiopro.com/,Bangalore
SOURCEASY,"['PRANAY SRINIVASAN', 'SAMUDRA NEELAM BHUYAN', 'CHIRAG CHAMOLI']",http://sourceeasy.com,San Francisco
SOURCECODE MEDIA,['SHRADHA SHARMA'],http://yourstory.com/,Bangalore
SOURCEEASY,"['PRANAY SRINIVASAN', 'SAMUDRA NEELAM BHUYAN', 'CHIRAG CHAMOLI']",http://sourceeasy.com,San Francisco
SPARESHUB,"['ARIJIT CHAKRABORTY', 'TAPAS GUPTA']",http://www.spareshub.com,Pune
SPEEDS,[],http://speedcommerce.com,Richardson
SPIRAL CONTENT SOLUTIONS,[],,Mumbai
SPLITKART,"['MONOJEET SINHA', 'SHARIQUE KHAN']",http://www.splitkart.com/,Gurgaon
SPOTIFY,"['DANIEL EK', 'MARTIN LORENTZON']",http://www.spotify.com,Stockholm
SPUNK MEDIA,['RANJAN R REDDY'],http://qubecell.com,Mumbai
SQUADRUN SOLUTIONS,"['KANIKA JAIN', 'APURV AGRAWAL', 'VIKAS GULATI']",http://squadrun.co/,New Delhi
SQUADRUN,"['KANIKA JAIN', 'APURV AGRAWAL', 'VIKAS GULATI']",http://squadrun.co/,New Delhi
SQUARE PLUMS,"['HEMANT ATTRAY', 'RAJESH KUMAR KOTTA']",http://www.squareplums.com/#/home,Bengaluru
SQUEAKEE MEDIA,[],http://www.serpholic.com,Gurgaon
SQUEAKEE,"['KASHIF SHAIKH', 'ABRAR SHAIKH']",http://squeakee.com,Mumbai
SRIYAAN TECHNOLOGIES,"['MICHAEL ARRINGTON', 'KEITH TEARE']",http://techcrunch.com/,San Francisco
STAGE3,['SABENA PURI'],http://www.stage3.co,New Delhi
STALKBUYLOVE,['TUSHAR AHLUWALIA'],http://www.stalkbuylove.com/,New Delhi
STAQU,"['ABHISHEK SHARMA', 'ANURAG SAINI', 'PANKAJ SHARMA', 'CHETAN REXWAL', 'ATUL RAI']",http://www.staqu.com/,Gurgaon
STAY SIMPLE RESORTS,[],http://www.staysimple.in/,Bangalore
STAYABODE,"['VIRAL CHHAJER', 'VARUN BHALLA']",http://stayabode.com/#home,Bangalore
STELAE TECHNOLOGIES,['ARUNA SCHWARZ'],http://stelae-technologies.com/,London
STITCHWOOD,"['AJIT SHEGAONKAR', 'VIKAS NAIR']",https://www.stitchwood.com/,Mumbai
STUDIO COPPRE,[],http://coppre.in,Pune
STYLEDOTME FASHION AND LIFESTYLE,['MEGHNA SARAOGI'],http://styledotme.com/,Delhi
STYLEDOTME,['MEGHNA SARAOGI'],http://styledotme.com/,Delhi
STYLOFIE,"['BALAJI SRINIVASAN', 'PRATEEK AGARWAL', 'SAURAV DEY']",http://stylofie.com,Gurgaon
SUNSHINE TEAHOUSE,[],,
SUPERHERO BRANDS,"['KARAN RAI', 'JAINEEL AGA', 'SUMIT SHAH']",http://www.planetsuperheroes.com/,Mumbai
SUPR DAILY,"['PUNEET KUMAR', 'SHREYAS NAGDAWANE']",http://www.suprdaily.com/,Mumbai
SUPRUK FITNESS AND TECH,"['ASISH MOHAPATRA', 'RUCHI KALRA', 'CHANDRANSHU SINHA', 'NITIN JAIN', 'BHUVAN GUPTA', 'RUCHI KALRA', 'VASANT SRIDHAR', 'SRINATH RAMAKKRUSHNAN']",https://www.ofbusiness.com,Gurgaon
SWARMX,"['PULKIT JAISWAL', 'NIGEL WYLIE']",http://www.swarmx.co/,Singapore
SWIFTSHIFT,"['DAN SANDHU', 'ASSAF SHALVI']",http://swiftshift.com,New York
SWITCHME TECHNOLOGIES AND SERVICES,['ADITYA MISHRA'],https://www.switchme.in/,Andheri
SWITCHME,['ADITYA MISHRA'],https://www.switchme.in/,Andheri
SYONA COSMETICS,"['RAJA VARATHARAJU', 'ANURADHA BALASUBRAMANIAN']",http://www.syonacosmetics.com/,Chennai
SYSTEMANTICS,[],http://www.systemantics.com/,Bangalore
TABLEHERO INC,['DEAP UBHI'],http://tablehero.com,Mountain View
TABLEHERO,['DEAP UBHI'],http://tablehero.com,Mountain View
TAILSLIFE,['BALAJI RAMESH'],http://tailslife.com/,
TALENTNEXT,['SHEKHAR PUROHIT'],http://www.talentnext.com/,Mumbai
TANGRAMME FURNISHING SOLUTIONS,[],,
TAPCHIEF,['SHASHANK MURALI'],http://www.tapchief.com/,Bengaluru
TAPCIBO ONLINE SOLUTIONS,['BABU NARASAPPA'],http://www.nayakart.com,
TAPTAP MEALS,"['MIT GORILOVSKY', 'OLGA PEROVA']",http://taptap.me,Saint Petersburg
